participant_id,level_name,initial_match,game_batch,final_matchsum,final_matchcount
66a11d5ea18f3,level_B_cal,0,22,0,7
66a11d5ea18f3,level_B_cal,1,22,17,17
66a11da8ae99a,level_B_cal,0,1,0,14
66a11da8ae99a,level_B_cal,1,1,10,10
66a11dbfe2116,level_B_cal,0,48,0,11
66a11dbfe2116,level_B_cal,1,48,13,13
66a11dc76f468,level_B_cal,0,35,1,6
66a11dc76f468,level_B_cal,1,35,18,18
66a11e05c5844,level_B_cal,0,6,8,13
66a11e05c5844,level_B_cal,1,6,11,11
66a11e5143314,level_B_cal,0,40,0,7
66a11e5143314,level_B_cal,1,40,17,17
66a11e6f76fe7,level_B_cal,0,34,2,5
66a11e6f76fe7,level_B_cal,1,34,18,19
66a11e7624487,level_B_cal,0,42,1,7
66a11e7624487,level_B_cal,1,42,17,17
66a11eb2dd942,level_B_cal,0,31,1,5
66a11eb2dd942,level_B_cal,1,31,19,19
66a11eb33a339,level_B_cal,0,36,3,8
66a11eb33a339,level_B_cal,1,36,15,16
66a11eb5c246c,level_B_cal,0,13,2,6
66a11eb5c246c,level_B_cal,1,13,17,18
66a11f10f026e,level_B_cal,0,37,0,7
66a11f10f026e,level_B_cal,1,37,17,17
66a11f1281023,level_B_cal,0,22,1,8
66a11f1281023,level_B_cal,1,22,15,16
66a11f2c11dac,level_B_cal,0,49,5,7
66a11f2c11dac,level_B_cal,1,49,14,17
66a11f4429f7c,level_B_cal,0,57,4,9
66a11f4429f7c,level_B_cal,1,57,14,15
66a11f4755ca1,level_B_cal,0,44,4,8
66a11f4755ca1,level_B_cal,1,44,15,16
66a11f4c67783,level_B_cal,0,45,1,10
66a11f4c67783,level_B_cal,1,45,13,14
66a11f6206a1a,level_B_cal,0,32,2,6
66a11f6206a1a,level_B_cal,1,32,17,18
66a11f676dec2,level_B_cal,0,52,2,7
66a11f676dec2,level_B_cal,1,52,16,17
66a11f7b86eff,level_B_cal,0,43,1,6
66a11f7b86eff,level_B_cal,1,43,18,18
66a11fb0cb9c6,level_B_cal,0,59,5,9
66a11fb0cb9c6,level_B_cal,1,59,15,15
66a11ff7b2581,level_B_cal,0,8,1,7
66a11ff7b2581,level_B_cal,1,8,16,17
66a12002cd199,level_B_cal,0,1,1,9
66a12002cd199,level_B_cal,1,1,14,15
66a12048e78e6,level_B_cal,0,4,1,4
66a12048e78e6,level_B_cal,1,4,19,20
66a1204ac20b9,level_B_cal,0,9,4,7
66a1204ac20b9,level_B_cal,1,9,16,17
66a120539f52c,level_B_cal,0,55,1,7
66a120539f52c,level_B_cal,1,55,17,17
66a1205e369dc,level_B_cal,0,51,1,6
66a1205e369dc,level_B_cal,1,51,18,18
66a1206e66710,level_B_cal,0,34,3,8
66a1206e66710,level_B_cal,1,34,16,16
66a120ba1c942,level_B_cal,0,53,3,8
66a120ba1c942,level_B_cal,1,53,16,16
66a120d7ca99a,level_B_cal,0,47,4,8
66a120d7ca99a,level_B_cal,1,47,14,16
66a120d858562,level_B_cal,0,0,1,6
66a120d858562,level_B_cal,1,0,18,18
66a120fa43b30,level_B_cal,0,6,1,7
66a120fa43b30,level_B_cal,1,6,17,17
66a1211c2a526,level_B_cal,0,41,5,9
66a1211c2a526,level_B_cal,1,41,15,15
66a12122f2f19,level_B_cal,0,10,0,8
66a12122f2f19,level_B_cal,1,10,16,16
66a121305570d,level_B_cal,0,57,6,8
66a121305570d,level_B_cal,1,57,16,16
66a121886e11f,level_B_cal,0,2,2,8
66a121886e11f,level_B_cal,1,2,16,16
66a1219c6363c,level_B_cal,0,13,2,6
66a1219c6363c,level_B_cal,1,13,17,18
66a121b061212,level_B_cal,0,22,4,7
66a121b061212,level_B_cal,1,22,16,17
66a121c130816,level_B_cal,0,21,2,9
66a121c130816,level_B_cal,1,21,14,15
66a121c4b7dec,level_B_cal,0,12,1,5
66a121c4b7dec,level_B_cal,1,12,19,19
66a121cc29b58,level_B_cal,0,38,3,6
66a121cc29b58,level_B_cal,1,38,15,18
66a121d0e6e9c,level_B_cal,0,56,3,10
66a121d0e6e9c,level_B_cal,1,56,12,14
66a121eac9ef6,level_B_cal,0,25,0,7
66a121eac9ef6,level_B_cal,1,25,17,17
66a121ee101f9,level_B_cal,0,45,1,9
66a121ee101f9,level_B_cal,1,45,15,15
66a121f81636d,level_B_cal,0,17,2,8
66a121f81636d,level_B_cal,1,17,16,16
66a1221aad13c,level_B_cal,0,15,2,10
66a1221aad13c,level_B_cal,1,15,14,14
66a1221da7727,level_B_cal,0,14,1,8
66a1221da7727,level_B_cal,1,14,16,16
66a122256d2db,level_B_cal,0,30,3,6
66a122256d2db,level_B_cal,1,30,17,18
66a122737294c,level_B_cal,0,32,1,5
66a122737294c,level_B_cal,1,32,18,19
66a122784da2d,level_B_cal,0,4,3,8
66a122784da2d,level_B_cal,1,4,14,16
66a122855e62f,level_B_cal,0,58,0,5
66a122855e62f,level_B_cal,1,58,18,19
66a12288f0e11,level_B_cal,0,18,3,8
66a12288f0e11,level_B_cal,1,18,16,16
66a122c05ff94,level_B_cal,0,21,2,9
66a122c05ff94,level_B_cal,1,21,15,15
66a122c44273c,level_B_cal,0,24,7,13
66a122c44273c,level_B_cal,1,24,11,11
66a122f2bbb35,level_B_cal,0,16,1,5
66a122f2bbb35,level_B_cal,1,16,18,19
66a1234d340e9,level_B_cal,0,31,0,6
66a1234d340e9,level_B_cal,1,31,18,18
66a1237e8dff4,level_B_cal,0,11,1,9
66a1237e8dff4,level_B_cal,1,11,14,15
66a1238311587,level_B_cal,0,29,4,9
66a1238311587,level_B_cal,1,29,15,15
66a123b665aab,level_B_cal,0,39,2,5
66a123b665aab,level_B_cal,1,39,18,19
66a123f893854,level_B_cal,0,35,0,5
66a123f893854,level_B_cal,1,35,19,19
66a12423f0532,level_B_cal,0,27,2,8
66a12423f0532,level_B_cal,1,27,15,16
66a124346dd50,level_B_cal,0,37,0,7
66a124346dd50,level_B_cal,1,37,17,17
66a124a4c713b,level_B_cal,0,3,1,6
66a124a4c713b,level_B_cal,1,3,17,18
66a124af8239d,level_B_cal,0,51,0,6
66a124af8239d,level_B_cal,1,51,18,18
66a124ba3f6c9,level_B_cal,0,36,2,8
66a124ba3f6c9,level_B_cal,1,36,15,16
66a124c3c99ff,level_B_cal,0,26,0,13
66a124c3c99ff,level_B_cal,1,26,11,11
66a124e059ac0,level_B_cal,0,53,3,8
66a124e059ac0,level_B_cal,1,53,16,16
66a1258b79e1c,level_B_cal,0,0,2,6
66a1258b79e1c,level_B_cal,1,0,18,18
66a1262c03111,level_B_cal,0,7,1,5
66a1262c03111,level_B_cal,1,7,19,19
66a126322b445,level_B_cal,0,46,0,6
66a126322b445,level_B_cal,1,46,18,18
66a1263349dcd,level_B_cal,0,43,4,10
66a1263349dcd,level_B_cal,1,43,14,14
66a1265908ce1,level_B_cal,0,49,1,8
66a1265908ce1,level_B_cal,1,49,16,16
66a126761f9d0,level_B_cal,0,8,3,8
66a126761f9d0,level_B_cal,1,8,16,16
66a1267f3b13b,level_B_cal,0,1,1,7
66a1267f3b13b,level_B_cal,1,1,17,17
66a1267f70d73,level_B_cal,0,4,2,6
66a1267f70d73,level_B_cal,1,4,17,18
66a1268c4f411,level_B_cal,0,48,3,7
66a1268c4f411,level_B_cal,1,48,15,17
66a1269be7505,level_B_cal,0,55,0,5
66a1269be7505,level_B_cal,1,55,19,19
66a126bb51e7c,level_B_cal,0,19,3,8
66a126bb51e7c,level_B_cal,1,19,16,16
66a126da62178,level_B_cal,0,52,1,6
66a126da62178,level_B_cal,1,52,18,18
66a126daa3261,level_B_cal,0,20,1,9
66a126daa3261,level_B_cal,1,20,14,15
66a126fc354b4,level_B_cal,0,58,0,7
66a126fc354b4,level_B_cal,1,58,17,17
66a12733167bc,level_B_cal,0,56,1,8
66a12733167bc,level_B_cal,1,56,12,16
66a1273860174,level_B_cal,0,40,3,9
66a1273860174,level_B_cal,1,40,15,15
66a127718501d,level_B_cal,0,47,2,7
66a127718501d,level_B_cal,1,47,17,17
66a127a7c19e0,level_B_cal,0,3,2,8
66a127a7c19e0,level_B_cal,1,3,16,16
66a127bb79f34,level_B_cal,0,38,0,8
66a127bb79f34,level_B_cal,1,38,16,16
66a127e0eb73c,level_B_cal,0,52,3,7
66a127e0eb73c,level_B_cal,1,52,17,17
66a127eb75d4d,level_B_cal,0,54,4,7
66a127eb75d4d,level_B_cal,1,54,15,17
66a1280a011f6,level_B_cal,0,55,3,7
66a1280a011f6,level_B_cal,1,55,16,17
66a1282b7be28,level_B_cal,0,6,4,7
66a1282b7be28,level_B_cal,1,6,17,17
66a12860453cf,level_B_cal,0,12,0,8
66a12860453cf,level_B_cal,1,12,16,16
66a128b53b599,level_B_cal,0,16,0,6
66a128b53b599,level_B_cal,1,16,18,18
66a1295fdf407,level_B_cal,0,15,1,5
66a1295fdf407,level_B_cal,1,15,19,19
66a12a0e4a59f,level_B_cal,0,24,1,7
66a12a0e4a59f,level_B_cal,1,24,17,17
66a12a27d77f5,level_B_cal,0,32,3,9
66a12a27d77f5,level_B_cal,1,32,15,15
66a12a4c4c1ae,level_B_cal,0,11,3,7
66a12a4c4c1ae,level_B_cal,1,11,16,17
66a12a746c319,level_B_cal,0,43,1,8
66a12a746c319,level_B_cal,1,43,16,16
66a12a7a15caa,level_B_cal,0,33,4,7
66a12a7a15caa,level_B_cal,1,33,17,17
66a12a9c35512,level_B_cal,0,27,6,10
66a12a9c35512,level_B_cal,1,27,13,14
66a12af2a8c37,level_B_cal,0,25,9,15
66a12af2a8c37,level_B_cal,1,25,7,9
66a12af58eb10,level_B_cal,0,14,0,8
66a12af58eb10,level_B_cal,1,14,16,16
66a12b1553211,level_B_cal,0,20,3,7
66a12b1553211,level_B_cal,1,20,17,17
66a12b1d84331,level_B_cal,0,34,0,5
66a12b1d84331,level_B_cal,1,34,19,19
66a12b22bc35c,level_B_cal,0,41,2,7
66a12b22bc35c,level_B_cal,1,41,17,17
66a12b52dd32c,level_B_cal,0,13,2,10
66a12b52dd32c,level_B_cal,1,13,13,14
66a12b556190a,level_B_cal,0,37,1,6
66a12b556190a,level_B_cal,1,37,18,18
66a12b638d693,level_B_cal,0,29,0,6
66a12b638d693,level_B_cal,1,29,17,18
66a12b6b79280,level_B_cal,0,5,2,7
66a12b6b79280,level_B_cal,1,5,16,17
66a12bbe2291b,level_B_cal,0,22,0,6
66a12bbe2291b,level_B_cal,1,22,18,18
66a12bed178db,level_B_cal,0,35,2,5
66a12bed178db,level_B_cal,1,35,17,19
66a12c2a8c6c8,level_B_cal,0,9,4,6
66a12c2a8c6c8,level_B_cal,1,9,5,18
66a12c64bd3c5,level_B_cal,0,40,2,7
66a12c64bd3c5,level_B_cal,1,40,16,17
66a12c7b5e4dc,level_B_cal,0,48,4,10
66a12c7b5e4dc,level_B_cal,1,48,14,14
66a12c8065b44,level_B_cal,0,42,4,10
66a12c8065b44,level_B_cal,1,42,14,14
66a12cab5510a,level_B_cal,0,36,7,11
66a12cab5510a,level_B_cal,1,36,13,13
66a12cb765a54,level_B_cal,0,46,0,6
66a12cb765a54,level_B_cal,1,46,18,18
66a12cc9ed324,level_B_cal,0,45,2,8
66a12cc9ed324,level_B_cal,1,45,15,16
66a12d924459f,level_B_cal,0,28,2,6
66a12d924459f,level_B_cal,1,28,17,18
66a12db67bf30,level_B_cal,0,44,2,8
66a12db67bf30,level_B_cal,1,44,16,16
66a12dc57206f,level_B_cal,0,59,3,7
66a12dc57206f,level_B_cal,1,59,17,17
66a12df4a4e0e,level_B_cal,0,4,1,8
66a12df4a4e0e,level_B_cal,1,4,16,16
66a12dfd9dd1a,level_B_cal,0,6,1,7
66a12dfd9dd1a,level_B_cal,1,6,17,17
66a12e612923e,level_B_cal,0,51,2,7
66a12e612923e,level_B_cal,1,51,17,17
66a12e6d3eb40,level_B_cal,0,10,2,5
66a12e6d3eb40,level_B_cal,1,10,19,19
66a12e9990a64,level_B_cal,0,39,2,7
66a12e9990a64,level_B_cal,1,39,17,17
66a12ec3dc61b,level_B_cal,0,21,5,11
66a12ec3dc61b,level_B_cal,1,21,13,13
66a12ef1bbd78,level_B_cal,0,23,4,8
66a12ef1bbd78,level_B_cal,1,23,16,16
66a12f0299329,level_B_cal,0,47,2,8
66a12f0299329,level_B_cal,1,47,16,16
66a12f1f6ba3a,level_B_cal,0,50,2,6
66a12f1f6ba3a,level_B_cal,1,50,18,18
66a12f6f01b0b,level_B_cal,0,49,4,9
66a12f6f01b0b,level_B_cal,1,49,15,15
66a12fa3e6662,level_B_cal,0,57,3,9
66a12fa3e6662,level_B_cal,1,57,15,15
66a12fb662dcd,level_B_cal,0,26,4,10
66a12fb662dcd,level_B_cal,1,26,12,14
66a12fd3954dd,level_B_cal,0,3,5,11
66a12fd3954dd,level_B_cal,1,3,10,13
66a12fec174e7,level_B_cal,0,18,2,8
66a12fec174e7,level_B_cal,1,18,14,16
66a12ff541ce4,level_B_cal,0,16,1,7
66a12ff541ce4,level_B_cal,1,16,17,17
66a1300eed5b9,level_B_cal,0,12,0,4
66a1300eed5b9,level_B_cal,1,12,20,20
66a1301fec6d4,level_B_cal,0,1,0,10
66a1301fec6d4,level_B_cal,1,1,12,14
66a1302a69968,level_B_cal,0,11,2,7
66a1302a69968,level_B_cal,1,11,17,17
66a1308a71157,level_B_cal,0,22,3,9
66a1308a71157,level_B_cal,1,22,15,15
66a130e542cdf,level_B_cal,0,21,0,8
66a130e542cdf,level_B_cal,1,21,16,16
66a130f5cd768,level_B_cal,0,31,1,5
66a130f5cd768,level_B_cal,1,31,18,19
66a13157819c4,level_B_cal,0,55,0,7
66a13157819c4,level_B_cal,1,55,17,17
66a131a9e000d,level_B_cal,0,7,2,6
66a131a9e000d,level_B_cal,1,7,18,18
66a131d864b8b,level_B_cal,0,50,4,11
66a131d864b8b,level_B_cal,1,50,12,13
66a131db47e54,level_B_cal,0,57,6,12
66a131db47e54,level_B_cal,1,57,12,12
66a132038dfdb,level_B_cal,0,23,2,6
66a132038dfdb,level_B_cal,1,23,18,18
66a1320ad4ddf,level_B_cal,0,42,3,7
66a1320ad4ddf,level_B_cal,1,42,17,17
66a13232e991f,level_B_cal,0,28,2,7
66a13232e991f,level_B_cal,1,28,17,17
66a1324114342,level_B_cal,0,5,4,10
66a1324114342,level_B_cal,1,5,14,14
66a1329495622,level_B_cal,0,8,5,7
66a1329495622,level_B_cal,1,8,17,17
66a132c042bcd,level_B_cal,0,0,2,5
66a132c042bcd,level_B_cal,1,0,19,19
66a132c244f44,level_B_cal,0,27,0,9
66a132c244f44,level_B_cal,1,27,15,15
66a132d887f68,level_B_cal,0,25,2,7
66a132d887f68,level_B_cal,1,25,17,17
66a13322b7109,level_B_cal,0,30,0,6
66a13322b7109,level_B_cal,1,30,18,18
66a133574a891,level_B_cal,0,2,3,9
66a133574a891,level_B_cal,1,2,14,15
66a1337d3901b,level_B_cal,0,35,4,5
66a1337d3901b,level_B_cal,1,35,18,19
66a13380d5609,level_B_cal,0,9,1,9
66a13380d5609,level_B_cal,1,9,15,15
66a133950bf04,level_B_cal,0,15,2,5
66a133950bf04,level_B_cal,1,15,18,19
66a1339edb748,level_B_cal,0,32,0,6
66a1339edb748,level_B_cal,1,32,17,18
66a133e161089,level_B_cal,0,33,4,6
66a133e161089,level_B_cal,1,33,16,18
66a133f2772e4,level_B_cal,0,34,4,13
66a133f2772e4,level_B_cal,1,34,9,11
66a133f8bc840,level_B_cal,0,44,1,8
66a133f8bc840,level_B_cal,1,44,15,16
66a1345e21b47,level_B_cal,0,38,1,5
66a1345e21b47,level_B_cal,1,38,19,19
66a134968179c,level_B_cal,0,50,3,7
66a134968179c,level_B_cal,1,50,16,17
66a13509319c5,level_B_cal,0,43,4,10
66a13509319c5,level_B_cal,1,43,14,14
66a135419c9f3,level_B_cal,0,33,2,9
66a135419c9f3,level_B_cal,1,33,13,15
66a1358b95277,level_B_cal,0,26,0,6
66a1358b95277,level_B_cal,1,26,18,18
66a135a0c86ff,level_B_cal,0,39,0,4
66a135a0c86ff,level_B_cal,1,39,19,20
66a135c84a37e,level_B_cal,0,46,2,6
66a135c84a37e,level_B_cal,1,46,17,18
66a135d625f37,level_B_cal,0,51,4,8
66a135d625f37,level_B_cal,1,51,15,16
66a13603afb94,level_B_cal,0,20,1,7
66a13603afb94,level_B_cal,1,20,17,17
66a1362e7e2e9,level_B_cal,0,41,0,7
66a1362e7e2e9,level_B_cal,1,41,17,17
66a1366bc1b9f,level_B_cal,0,48,0,5
66a1366bc1b9f,level_B_cal,1,48,19,19
66a13688828ad,level_B_cal,0,42,0,8
66a13688828ad,level_B_cal,1,42,15,16
66a136c4b3707,level_B_cal,0,30,4,11
66a136c4b3707,level_B_cal,1,30,13,13
66a1370b834e1,level_B_cal,0,54,1,6
66a1370b834e1,level_B_cal,1,54,18,18
66a1371d33857,level_B_cal,0,45,0,10
66a1371d33857,level_B_cal,1,45,13,14
66a137c7645a8,level_B_cal,0,52,1,7
66a137c7645a8,level_B_cal,1,52,16,17
66a137e138e08,level_B_cal,0,55,5,11
66a137e138e08,level_B_cal,1,55,13,13
66a137e977c35,level_B_cal,0,18,0,5
66a137e977c35,level_B_cal,1,18,18,19
66a138684c8c8,level_B_cal,0,30,4,6
66a138684c8c8,level_B_cal,1,30,13,18
66a13911c262c,level_B_cal,0,45,5,8
66a13911c262c,level_B_cal,1,45,16,16
66a13929c6cab,level_B_cal,0,53,4,10
66a13929c6cab,level_B_cal,1,53,14,14
66a13944c7478,level_B_cal,0,58,2,9
66a13944c7478,level_B_cal,1,58,13,15
66a1395dc5d00,level_B_cal,0,24,3,9
66a1395dc5d00,level_B_cal,1,24,13,15
66a13b7287261,level_B_cal,0,30,4,9
66a13b7287261,level_B_cal,1,30,15,15
66a13ca26fc71,level_B_cal,0,40,7,11
66a13ca26fc71,level_B_cal,1,40,8,13
66a13e4f586cd,level_B_cal,0,36,4,7
66a13e4f586cd,level_B_cal,1,36,16,17
66a13ed442857,level_B_cal,0,18,3,4
66a13ed442857,level_B_cal,1,18,8,20
66a1544783618,level_B_cal,0,17,1,5
66a1544783618,level_B_cal,1,17,18,19
66a1784baaa93,level_B_cal,0,49,1,9
66a1784baaa93,level_B_cal,1,49,15,15
66a1d855393a9,level_B_cal,0,23,1,9
66a1d855393a9,level_B_cal,1,23,15,15
66d08cc4a0f23,level_BP,0,0,3,7
66d08cc4a0f23,level_BP,1,0,16,17
66d0976b3ea32,level_BP,0,0,4,8
66d0976b3ea32,level_BP,1,0,16,16
66d0978b3c01d,level_BP,0,0,0,6
66d0978b3c01d,level_BP,1,0,18,18
66d09825e950b,level_BP,0,0,1,7
66d09825e950b,level_BP,1,0,17,17
66d0a0dfceb88,level_BP,0,10,2,4
66d0a0dfceb88,level_BP,1,10,19,20
66d0a17728803,level_BP,0,1,1,7
66d0a17728803,level_BP,1,1,17,17
66d0a1f9529e0,level_BP,0,14,1,8
66d0a1f9529e0,level_BP,1,14,16,16
66d0a21e3f807,level_BP,0,13,1,4
66d0a21e3f807,level_BP,1,13,20,20
66d0a227e21c5,level_BP,0,3,0,7
66d0a227e21c5,level_BP,1,3,17,17
66d0a27601f40,level_BP,0,14,0,7
66d0a27601f40,level_BP,1,14,17,17
66d0a283497e7,level_BP,0,8,6,9
66d0a283497e7,level_BP,1,8,13,15
66d0a30640fa3,level_BP,0,13,0,9
66d0a30640fa3,level_BP,1,13,15,15
66d0a310c6626,level_BP,0,1,1,6
66d0a310c6626,level_BP,1,1,18,18
66d0a31a162f5,level_BP,0,1,1,9
66d0a31a162f5,level_BP,1,1,15,15
66d0a31c038bd,level_BP,0,19,0,8
66d0a31c038bd,level_BP,1,19,16,16
66d0a340e29f0,level_BP,0,12,0,7
66d0a340e29f0,level_BP,1,12,16,17
66d0a3587b852,level_BP,0,14,1,6
66d0a3587b852,level_BP,1,14,17,18
66d0a365991e0,level_BP,0,6,1,7
66d0a365991e0,level_BP,1,6,17,17
66d0a3af098ef,level_BP,0,2,5,8
66d0a3af098ef,level_BP,1,2,15,16
66d0a3be0ee04,level_BP,0,1,2,7
66d0a3be0ee04,level_BP,1,1,14,17
66d0a3e233915,level_BP,0,2,4,8
66d0a3e233915,level_BP,1,2,16,16
66d0a3ef6cf0a,level_BP,0,2,0,5
66d0a3ef6cf0a,level_BP,1,2,19,19
66d0a407d5dc6,level_BP,0,18,6,10
66d0a407d5dc6,level_BP,1,18,13,14
66d0a41c44d8c,level_BP,0,8,2,6
66d0a41c44d8c,level_BP,1,8,17,18
66d0a41d64cee,level_BP,0,18,4,7
66d0a41d64cee,level_BP,1,18,17,17
66d0a424a24e8,level_BP,0,5,2,6
66d0a424a24e8,level_BP,1,5,17,18
66d0a461ea446,level_BP,0,18,2,7
66d0a461ea446,level_BP,1,18,17,17
66d0a4905ec23,level_BP,0,4,4,7
66d0a4905ec23,level_BP,1,4,17,17
66d0a4a7dcb98,level_BP,0,13,1,9
66d0a4a7dcb98,level_BP,1,13,15,15
66d0a4bf21f0c,level_BP,0,8,0,6
66d0a4bf21f0c,level_BP,1,8,18,18
66d0a4dac378f,level_BP,0,4,0,3
66d0a4dac378f,level_BP,1,4,21,21
66d0a4e525cdc,level_BP,0,6,0,11
66d0a4e525cdc,level_BP,1,6,13,13
66d0a4eb0537c,level_BP,0,12,1,7
66d0a4eb0537c,level_BP,1,12,17,17
66d0a4f207a10,level_BP,0,2,5,8
66d0a4f207a10,level_BP,1,2,14,16
66d0a4f88fea0,level_BP,0,6,1,8
66d0a4f88fea0,level_BP,1,6,16,16
66d0a4fca7aac,level_BP,0,13,4,6
66d0a4fca7aac,level_BP,1,13,17,18
66d0a50421479,level_BP,0,12,3,8
66d0a50421479,level_BP,1,12,16,16
66d0a51473fc2,level_BP,0,4,1,6
66d0a51473fc2,level_BP,1,4,17,18
66d0a51618bf9,level_BP,0,17,2,8
66d0a51618bf9,level_BP,1,17,16,16
66d0a5217bae7,level_BP,0,19,2,6
66d0a5217bae7,level_BP,1,19,18,18
66d0a5225db20,level_BP,0,15,0,5
66d0a5225db20,level_BP,1,15,19,19
66d0a529074cd,level_BP,0,5,4,7
66d0a529074cd,level_BP,1,5,17,17
66d0a542031f3,level_BP,0,6,2,8
66d0a542031f3,level_BP,1,6,16,16
66d0a54b8a747,level_BP,0,11,6,10
66d0a54b8a747,level_BP,1,11,14,14
66d0a55a9bc58,level_BP,0,8,1,8
66d0a55a9bc58,level_BP,1,8,16,16
66d0a55c8583e,level_BP,0,15,0,6
66d0a55c8583e,level_BP,1,15,17,18
66d0a55dd583e,level_BP,0,16,1,7
66d0a55dd583e,level_BP,1,16,17,17
66d0a56baac5e,level_BP,0,15,1,9
66d0a56baac5e,level_BP,1,15,13,15
66d0a5763c6ef,level_BP,0,1,3,3
66d0a5763c6ef,level_BP,1,1,17,21
66d0a5afac809,level_BP,0,15,1,9
66d0a5afac809,level_BP,1,15,15,15
66d0a5bf69feb,level_BP,0,12,0,7
66d0a5bf69feb,level_BP,1,12,16,17
66d0a5bf94a72,level_BP,0,4,1,4
66d0a5bf94a72,level_BP,1,4,19,20
66d0a5cb92412,level_BP,0,15,0,7
66d0a5cb92412,level_BP,1,15,16,17
66d0a5d4348dd,level_BP,0,17,8,12
66d0a5d4348dd,level_BP,1,17,11,12
66d0a5e98af30,level_BP,0,16,3,7
66d0a5e98af30,level_BP,1,16,17,17
66d0a5fb79549,level_BP,0,14,3,8
66d0a5fb79549,level_BP,1,14,16,16
66d0a608b7a03,level_BP,0,7,2,8
66d0a608b7a03,level_BP,1,7,16,16
66d0a642c39da,level_BP,0,11,4,8
66d0a642c39da,level_BP,1,11,16,16
66d0a64432667,level_BP,0,3,3,6
66d0a64432667,level_BP,1,3,18,18
66d0a64e842b4,level_BP,0,2,0,5
66d0a64e842b4,level_BP,1,2,18,19
66d0a6627db2e,level_BP,0,11,4,9
66d0a6627db2e,level_BP,1,11,15,15
66d0a66a42feb,level_BP,0,10,3,8
66d0a66a42feb,level_BP,1,10,13,16
66d0a698d3ee8,level_BP,0,12,1,10
66d0a698d3ee8,level_BP,1,12,14,14
66d0a6bbc943b,level_BP,0,19,5,7
66d0a6bbc943b,level_BP,1,19,17,17
66d0a6c68b1b9,level_BP,0,16,0,5
66d0a6c68b1b9,level_BP,1,16,19,19
66d0a6dc474ac,level_BP,0,14,1,6
66d0a6dc474ac,level_BP,1,14,18,18
66d0a6ddc5f95,level_BP,0,10,1,6
66d0a6ddc5f95,level_BP,1,10,18,18
66d0a6e5b9a03,level_BP,0,8,1,7
66d0a6e5b9a03,level_BP,1,8,17,17
66d0a6efcd45a,level_BP,0,11,1,6
66d0a6efcd45a,level_BP,1,11,18,18
66d0a6fd1daaf,level_BP,0,6,4,9
66d0a6fd1daaf,level_BP,1,6,15,15
66d0a725576c7,level_BP,0,9,0,9
66d0a725576c7,level_BP,1,9,15,15
66d0a73c5b118,level_BP,0,3,3,7
66d0a73c5b118,level_BP,1,3,17,17
66d0a751f1d9f,level_BP,0,4,8,8
66d0a751f1d9f,level_BP,1,4,12,16
66d0a7664c23e,level_BP,0,7,0,6
66d0a7664c23e,level_BP,1,7,18,18
66d0a78556f8e,level_BP,0,13,2,4
66d0a78556f8e,level_BP,1,13,19,20
66d0a793b0333,level_BP,0,18,1,9
66d0a793b0333,level_BP,1,18,15,15
66d0a7a28b8bd,level_BP,0,10,0,6
66d0a7a28b8bd,level_BP,1,10,17,18
66d0a7d0a3dbd,level_BP,0,7,4,9
66d0a7d0a3dbd,level_BP,1,7,15,15
66d0a7d940428,level_BP,0,19,6,10
66d0a7d940428,level_BP,1,19,14,14
66d0a842d940c,level_BP,0,5,5,10
66d0a842d940c,level_BP,1,5,14,14
66d0a8875573b,level_BP,0,7,4,5
66d0a8875573b,level_BP,1,7,18,19
66d0a8913e417,level_BP,0,17,1,8
66d0a8913e417,level_BP,1,17,16,16
66d0a8abb8af3,level_BP,0,17,4,7
66d0a8abb8af3,level_BP,1,17,17,17
66d0a8f4ea277,level_BP,0,5,5,9
66d0a8f4ea277,level_BP,1,5,14,15
66d0a9783bbc1,level_BP,0,16,1,6
66d0a9783bbc1,level_BP,1,16,16,18
66d0a9b485143,level_BP,0,7,4,6
66d0a9b485143,level_BP,1,7,17,18
66d0a9cc8396f,level_BP,0,11,6,9
66d0a9cc8396f,level_BP,1,11,15,15
66d0aa076bf34,level_BP,0,10,0,12
66d0aa076bf34,level_BP,1,10,12,12
66d0aae9458fc,level_BP,0,9,0,10
66d0aae9458fc,level_BP,1,9,14,14
66d0ad6a6cbeb,level_BP,0,17,2,5
66d0ad6a6cbeb,level_BP,1,17,19,19
66d0b05a1ea55,level_BP,0,16,2,8
66d0b05a1ea55,level_BP,1,16,15,16
66d701ba49773,level_A,0,17,3,7
66d701ba49773,level_A,1,17,17,17
66d702507b14d,level_A,0,3,6,6
66d702507b14d,level_A,1,3,17,18
